EVENT,GENE,LENGTH,Total_Introns,Intron_Position,Repeat_Percentage,Repeat_Types,GC_Content,phylop_mean,PIR_Nuc_baseline,TPM_Nuc_baseline,TPM_Cyt_baseline,Nuclear_Enrichment,hl_gated_gwise,hl_gated_intwise,hl_gated_intwise_scaled,hl_gated_intwise_scaled_logged,stability,CpG_total,CpG_methylated_perc,Speckle_Enrichment,ssDRIP_peaks,ssDRIP_qValue,ssDRIP_cov,UMAP1_IR,UMAP2_IR,class_ir
HsaINT0175674,TXNDC15,13164,4.0,1.0,74.38468550592525,"LINE/L1, LINE/L2, LTR/ERVL, Retroposon/SVA, SINE/Alu, SINE/MIR, Simple_repeat",48.99727,0.0211111019021712,60.56,28.895,23.585,0.2929502690460057,10.646,,,,Stable_4h,502,78.55530474040631,-1.03698311428109,1249,11.7893,1.0444443456062833,-0.14305459,8.132463,Retained
HsaINT0175845,TYK2,468,24.0,7.0,0.0,,60.68376,-0.6781798733933779,36.72,122.535,6.705,4.191812746581634,12.0,12.0,1.0,0.0,Stable_4h,11,82.85714285714286,,468,24.7731,0.86418571285944,2.3069153,8.361413,Retained
HsaINT0175990,UAP1L1,546,8.0,6.0,0.0,,61.72161,-0.3894495398049679,56.395,22.86,3.45,2.7281571365489468,12.0,12.0,1.0,0.0,Stable_4h,23,86.99186991869918,2.99588604555483,0,,0.191874201551835,1.8279543,7.5134406,Retained
HsaINT0175989,UAP1L1,552,8.0,5.0,0.0,,63.58696,-0.5253575332158544,85.3,22.86,3.45,2.7281571365489468,12.0,12.0,1.0,0.0,Stable_4h,27,70.34883720930233,2.99588604555483,0,,0.5349434273019108,2.895979,7.6962924,Retained
HsaINT0175986,UAP1L1,247,8.0,2.0,0.0,,72.06478,-0.5704268292463347,69.7,22.86,3.45,2.7281571365489468,12.0,,,,Stable_4h,40,14.035087719298245,2.99588604555483,0,,0.5883760098318592,4.3556185,8.526422,Retained
HsaINT1045837,UBE2D3,790,7.0,1.0,6.075949367088608,Simple_repeat,65.31646,1.006204054064704,49.86,124.065,196.19,-0.6611553339228,,,,,Stable_4h,112,3.0701754385964914,0.363621698824263,0,,1.0083602726611178,2.370792,9.370499,Retained
HsaINT0176339,UBE2I,4246,6.0,1.0,6.924163918982572,"Low_complexity, SINE/Alu, Simple_repeat",61.84644,-0.3901387516644731,51.49,116.03,128.925,-0.1520341776366136,9.601,,,,Stable_4h,428,53.27956989247312,0.60395033634825,0,,0.5923101694469675,2.9487894,9.4918785,Retained
HsaINT0176362,UBE2J2,557,6.0,6.0,9.694793536804308,Simple_repeat,62.29803,-0.8218003609159077,44.08,81.535,62.475,0.3841404923224628,6.711,,,,Stable_4h,32,97.2027972027972,0.936654919263529,0,,0.2206296697115319,1.4159484,7.730493,Retained
HsaINT0176361,UBE2J2,866,6.0,5.0,35.91224018475751,SINE/Alu,53.23326,-0.2787433519783144,45.07,81.535,62.475,0.3841404923224628,6.711,,,,Stable_4h,67,94.0119760479042,0.936654919263529,0,,0.4763269579079022,-3.4038382,2.2426014,Retained
HsaINT0176394,UBE2O,266,17.0,14.0,0.0,,62.03008,-0.1789132045291996,37.42,94.27,43.085,1.1296130442077357,4.801,,,,Stable_4h,12,95.65217391304348,0.528403176869078,0,,0.9499356492115442,2.6799314,8.211654,Retained
HsaINT1045901,UBQLN4,1084,10.0,6.0,10.977859778597786,"DNA/hAT-Tip100, SINE/MIR",49.53875,0.1340092338027393,59.395,106.71,39.73,1.4253946816949077,,6.142,,,Stable_4h,11,78.94736842105263,1.53295957071138,0,,0.5116605375491223,0.59088933,5.7387085,Retained
HsaINT0176923,UBR4,277,105.0,79.0,0.0,,54.87365,0.0109891285166562,45.195,156.59,39.525,1.9861547158709896,5.118,12.0,2.3446658851113718,0.3700809644964581,Stable_4h,10,93.33333333333331,1.45322488311871,0,,0.1505122336403556,2.278276,6.5722046,Retained
HsaINT0176989,UBR5,950,58.0,49.0,31.157894736842103,SINE/Alu,35.05263,0.1837766082281221,39.84,164.485,65.395,1.3307037863895126,,,,,Stable_4h,14,94.95798319327731,0.388419847495519,950,50.6556,1.091869866170551,-0.52459645,1.8061627,Retained
HsaINT0177092,UBXN6,1127,10.0,1.0,51.109139307897074,"SINE/Alu, SINE/MIR",59.2724,-0.3767424524817773,97.5,67.81,32.54,1.0592837935396608,12.0,12.0,1.0,0.0,Stable_4h,71,92.8709055876686,0.801559783803661,1127,10.6759,0.7030952859167409,1.9038737,7.507885,Retained
HsaINT0177097,UBXN6,692,10.0,5.0,9.68208092485549,SINE/MIR,66.32948,-0.7339392229392396,54.985,67.81,32.54,1.0592837935396608,12.0,11.431,0.9525833333333332,-0.0210970212966998,Stable_4h,42,91.66666666666669,0.801559783803661,692,10.6759,0.7182811773184454,4.064391,7.161743,Retained
HsaINT0177098,UBXN6,629,10.0,6.0,0.0,,62.63911,-0.976855096995614,57.155,67.81,32.54,1.0592837935396608,12.0,11.154,0.9295,-0.0317506058920826,Stable_4h,31,91.85185185185183,0.801559783803661,629,10.6759,0.752857899233487,2.007213,7.93919,Retained
HsaINT0177093,UBXN6,425,10.0,10.0,27.058823529411764,SINE/MIR,64.47059,-0.8600778271812607,45.425,67.81,32.54,1.0592837935396608,12.0,12.0,1.0,0.0,Stable_4h,43,95.08196721311477,0.801559783803661,425,10.6759,1.0623219845749474,3.0952024,7.9869885,Retained
HsaINT0177099,UBXN6,116,10.0,7.0,0.0,,65.51724,-0.6458521801968227,54.48,67.81,32.54,1.0592837935396608,12.0,6.232,0.5193333333333333,-0.2845538013831168,Stable_4h,4,94.11764705882354,0.801559783803661,116,10.6759,2.02533132363224,6.4647875,6.804723,Retained
HsaINT0177521,ULK1,469,27.0,18.0,42.43070362473348,"SINE/Alu, SINE/MIR",60.55437,-0.6945405952230944,52.675,236.035,21.485,3.4575991205088927,9.142,9.389,1.027018157952308,0.0115781221063115,Stable_4h,36,92.45283018867924,3.92823173341067,0,,0.6979925619647195,-1.7144427,5.5487533,Retained
HsaINT0177819,UNC45A,306,22.0,10.0,0.0,,53.92157,-0.026232785398339,63.425,75.52,42.79,0.8195850857383521,12.0,4.427,0.3689166666666666,-0.433071724068777,Stable_4h,6,92.5925925925926,2.77175905445187,0,,0.3828690804117299,1.5218838,6.283249,Retained
HsaINT0177843,UNC50,5311,5.0,3.0,53.62455281491245,"DNA/TcMar-Tigger, LINE/L2, LTR/ERV1, LTR/ERVL-MaLR, SINE/Alu, SINE/MIR, Simple_repeat",41.85652,-0.0329542362580396,35.265,41.095,52.03,-0.3403808344299319,4.678,,,,Stable_4h,89,92.1097770154374,-0.437492285615109,0,,0.632532640795622,-0.669363,3.2319174,Retained
HsaINT0177842,UNC50,735,5.0,2.0,10.884353741496598,LINE/L2,42.04082,0.0996035419961841,42.105,41.095,52.03,-0.3403808344299319,4.678,12.0,2.565198802907225,0.4091210285744905,Stable_4h,11,89.87341772151899,-0.437492285615109,0,,0.2502826870685344,0.6972989,4.410351,Retained
HsaINT0177841,UNC50,1029,5.0,1.0,28.182701652089406,"DNA/hAT, SINE/MIR",53.25559,-0.1859581718459799,42.695,41.095,52.03,-0.3403808344299319,4.678,,,,Stable_4h,102,7.6923076923076925,-0.437492285615109,0,,0.1245590759248738,0.3370967,7.638985,Retained
HsaINT0177986,UNC93B1,149,10.0,1.0,52.348993288590606,Simple_repeat,83.89262,-0.2728513493108236,37.075,36.61,12.31,1.572407011820088,9.027,,,,Stable_4h,41,3.125,,0,,1.0969464929645314,3.2108161,9.599462,Retained
HsaINT1046032,UNC93B1,213,10.0,4.0,55.86854460093897,SINE/MIR,64.31925,0.1450566047619158,55.115,36.61,12.31,1.572407011820088,9.027,7.319,0.8107898526642296,-0.0910916953015599,Stable_4h,6,88.63636363636364,,0,,1.2029237230653371,2.2875528,8.148854,Retained
HsaINT0178088,UPF1,690,23.0,6.0,13.18840579710145,Simple_repeat,62.17391,-0.0873584924794595,39.505,115.85,50.845,1.1880802299015694,12.0,,,,Stable_4h,46,93.56435643564356,,0,,0.5758226401972896,2.1592894,8.023192,Retained
HsaINT0178321,UROD,368,9.0,6.0,0.0,,44.56522,0.2713460460732176,69.475,156.29,105.48,0.5672559961239168,12.0,4.474,0.3728333333333333,-0.4284852662870139,Stable_4h,1,0.0,2.5018437252133,0,,1.646741688717546,-0.38964328,4.811608,Retained
HsaINT0178468,USHBP1,1011,12.0,3.0,56.874381800197824,SINE/Alu,54.10485,-0.1212980201173951,71.66,38.805,2.315,4.067158456145661,7.479,10.122,1.353389490573606,0.131422799749333,Stable_4h,42,96.875,,0,,0.9815954921515184,-2.4193459,4.669457,Retained
HsaINT0178654,USP19,493,25.0,5.0,0.0,,64.3002,0.6338455276005349,87.73,116.065,27.45,2.0800549313049985,9.923,10.731,1.081426987806107,0.0339972035131594,Stable_4h,26,96.05263157894736,,0,,0.7558394265264137,2.5927284,8.253138,Retained
HsaINT0178655,USP19,119,25.0,6.0,0.0,,53.78151,0.3038474624637135,33.815,116.065,27.45,2.0800549313049985,9.923,,,,Stable_4h,0,,,0,,1.498191529235303,5.754926,5.670182,Retained
HsaINT0178701,USP21,86,12.0,11.0,0.0,,53.48837,0.2552705864257672,54.065,77.48,16.5,2.231357929470076,3.809,7.286,1.9128380152270936,0.2816781942449508,Stable_4h,2,87.5,,0,,1.39295915292879,6.956842,6.121196,Retained
HsaINT0178918,USP33,98,23.0,13.0,0.0,,31.63265,1.94220617498012,51.55,42.695,42.47,0.0076230174234009,12.0,7.509,0.62575,-0.2035991417197391,Stable_4h,0,,0.477794323235107,0,,2.6067275479051664,6.170815,3.760397,Retained
HsaINT0178917,USP33,1134,23.0,12.0,8.55379188712522,"Low_complexity, Simple_repeat",31.21693,0.259351279928196,48.85,42.695,42.47,0.0076230174234009,12.0,9.371,0.7809166666666667,-0.1073953081685104,Stable_4h,12,91.66666666666669,0.477794323235107,0,,1.9592176423426693,-1.5256287,1.6696945,Retained
HsaINT0179011,USP34,200,79.0,79.0,0.0,,40.0,-0.0001206013125989,32.87,43.125,26.28,0.7145591811179264,,,,,Stable_4h,2,84.61538461538461,0.203387213964168,0,,0.5496727923957865,0.5768761,3.6134908,Retained
HsaINT0179084,USP39,5029,13.0,5.0,53.60906740902764,"LINE/L1, SINE/Alu",45.07854,0.0098196098399387,33.835,73.865,82.7,-0.1629964059938976,,,,,Stable_4h,153,93.77990430622008,0.590178349814197,0,,0.7734068918518683,-3.7172825,3.159493,Retained
HsaINT0179402,USP8,1004,19.0,17.0,52.29083665338646,"LINE/L2, SINE/Alu",39.64143,-0.065044863936807,38.715,12.78,9.26,0.4648037376867581,8.844,7.303,0.8257575757575758,-0.0831474332652262,Stable_4h,33,95.45454545454544,-0.463261540441054,0,,1.083561244549618,-3.556599,2.9830377,Retained
HsaINT0179490,USP9Y,414,45.0,40.0,0.0,,24.87923,-0.0197457618037234,42.14,54.99,11.59,2.24628872025457,,,,,Stable_4h,0,,0.130730494702797,0,,0.0520586559606004,-0.5449794,0.7685621,Retained
HsaINT0179540,UTP15,1349,12.0,1.0,18.53224610822832,LINE/L2,37.80578,0.0838583084302629,57.725,38.0,24.715,0.6206125120785373,4.739,,,,Stable_4h,26,26.16822429906542,0.131282604320196,0,,0.4247187116304252,-0.3208378,6.2315855,Retained
HsaINT0179632,UTP6,2836,18.0,13.0,72.07334273624824,"LINE/L1, LINE/L2, SINE/Alu",43.8646,-0.0079022922663172,40.58,48.445,38.745,0.322337628843217,,,,,Stable_4h,88,93.41021416803954,0.0826583828234887,0,,0.9820517685224164,-1.646301,3.5094984,Retained
HsaINT0179630,UTP6,1791,18.0,11.0,65.04745951982133,SINE/Alu,45.78448,0.010593855648507,37.7,48.445,38.745,0.322337628843217,,10.622,,,Stable_4h,63,96.0212201591512,0.0826583828234887,0,,1.2262370580769226,-2.087956,2.7455807,Retained
HsaINT0179633,UTP6,1480,18.0,14.0,43.71621621621622,"LINE/L1, SINE/Alu",41.62162,0.0109878298752526,32.28,48.445,38.745,0.322337628843217,,,,,Stable_4h,33,96.137339055794,0.0826583828234887,0,,1.07125013080118,-1.3184096,2.3493571,Retained
HsaINT0179631,UTP6,374,18.0,12.0,0.0,,46.25668,0.072348527264177,37.79,48.445,38.745,0.322337628843217,,12.0,,,Stable_4h,10,82.95454545454545,0.0826583828234887,0,,0.9909268792203132,0.407975,5.020508,Retained
HsaINT0086944,UVSSA,649,13.0,11.0,0.0,,65.48536,-0.8091064834962585,65.145,114.28,4.08,4.807859978964876,7.267,5.318,0.7318012935186459,-0.1356068271977119,Stable_4h,42,93.75,2.39635093831268,0,,0.2766750710658679,2.5138118,8.724694,Retained
HsaINT0086942,UVSSA,329,13.0,1.0,0.0,,48.93617,-0.5582042669468537,100.0,114.28,4.08,4.807859978964876,7.267,,,,Stable_4h,28,36.36363636363637,2.39635093831268,0,,0.24801882872055,0.42118025,5.2062426,Retained
HsaINT0179814,VAMP3,3648,4.0,2.0,82.12719298245614,"LINE/L1, LINE/RTE-X, SINE/Alu",38.18531,-0.0446062519829268,47.42,26.84,37.795,-0.4938107176085634,12.0,7.658,0.6381666666666667,-0.195065884035956,Stable_4h,62,86.48648648648648,-0.0939681913458624,0,,0.824248271216132,-2.1664126,4.3789635,Retained
HsaINT1046217,VARS,295,29.0,1.0,0.0,,62.37288,-0.1324965989729548,43.715,244.305,83.12,1.5554158310673845,12.0,11.768,0.9806666666666668,-0.0084785863281511,Stable_4h,36,2.857142857142857,,0,,0.916310709937376,4.0764422,7.7910333,Retained
HsaINT0179931,VAV2,3798,28.0,12.0,32.30647709320695,"LINE/CR1, LINE/L2, SINE/MIR, Simple_repeat",59.61032,-0.313173031075145,50.195,93.915,26.73,1.8128957643590693,,6.706,,,Stable_4h,193,75.8578431372549,0.705963592009046,0,,0.8338339219192872,1.8225381,7.623279,Retained
HsaINT0180012,VCAN,6952,14.0,6.0,15.794016110471809,"LINE/CR1, SINE/Alu, SINE/MIR, Simple_repeat",34.42175,0.2802298947514712,35.42,148.37,105.46,0.4925035107040377,,,,,Stable_4h,87,91.5966386554622,-2.07207284663106,0,,0.4818526969542426,0.031180605,3.0163357,Retained
HsaINT0180313,VLDLR,103,18.0,8.0,0.0,,45.63107,0.5793529469154629,30.825,21.88,8.47,1.369178863460358,5.719,,,,Stable_4h,0,,,0,,1.238287371328883,6.4881716,4.467601,Retained
HsaINT0180380,VPS11,1354,15.0,5.0,46.15952732644018,"SINE/Alu, Simple_repeat",46.97194,0.0755809319535296,41.72,40.88,10.49,1.9623805183603535,5.688,,,,Stable_4h,62,94.31524547803618,,0,,1.0777420035698009,-2.6334593,2.7204163,Retained
HsaINT0180725,VPS26B,1643,5.0,4.0,20.57212416311625,"DNA/TcMar-Tigger, SINE/MIR",47.71759,-0.2085809982831966,40.045,20.94,26.52,-0.3408193331817792,,,,,Stable_4h,36,88.85350318471338,0.810430661966148,0,,0.1166048749684659,2.9537296,5.7693105,Retained
HsaINT1046401,VPS52,270,19.0,14.0,0.0,,54.81481,-0.1884423785121959,39.7,95.875,36.075,1.4101552778990976,,,,,Stable_4h,2,0.0,,0,,0.7005611521348272,1.1004151,8.830078,Retained
HsaINT1046499,VWCE,2656,19.0,14.0,53.87801204819277,"DNA/TcMar-Mariner, DNA/hAT-Charlie, SINE/Alu",49.81175,-0.0434376651572025,85.095,35.425,4.59,2.948201794391573,,12.0,,,Stable_4h,121,93.974175035868,2.96855804532239,0,,1.103203843436482,1.789087,6.8983736,Retained
HsaINT0181870,WDR18,487,9.0,4.0,0.0,,65.0924,-0.5661008233973879,66.9,149.615,72.355,1.0480902023099756,,6.279,,,Stable_4h,48,93.52750809061487,2.74318853215997,0,,0.5625220099894681,3.7937531,8.34987,Retained
HsaINT1046549,WDR20,13482,2.0,2.0,32.806705236611776,"DNA/hAT-Charlie, LINE/L1, LINE/L2, SINE/Alu, SINE/MIR, Simple_repeat",46.92924,-0.2545221422126363,39.53,14.855,17.655,-0.2491282159241859,,,,,Stable_4h,385,92.48322147651008,-0.909081308146595,0,,0.7454063736111813,1.359219,3.683676,Retained
HsaINT0181916,WDR24,1420,8.0,1.0,20.633802816901408,SINE/Alu,61.19718,-0.3526983796362913,30.57,53.695,12.295,2.1267160178754234,7.597,12.0,1.5795708832433857,0.1985391196433398,Stable_4h,72,94.2350332594235,3.65094688559338,0,,0.4970424961115349,2.512561,8.707588,Retained
HsaINT0182174,WDR45B,1720,9.0,4.0,35.2906976744186,SINE/Alu,46.39535,-0.1924671324923089,53.07,96.49,102.61,-0.0887199999748207,,,,,Stable_4h,73,94.91916859122402,-0.191066976914975,0,,0.5679914155741101,-0.45302102,3.749244,Retained
HsaINT1046568,WDR46,151,14.0,11.0,0.0,,56.95364,-0.2538933337068496,79.48,155.36,76.68,1.0186928637510415,,12.0,,,Stable_4h,0,,,0,,0.9422293278087016,1.8368847,8.766101,Retained
HsaINT0182677,WDR83,2206,10.0,10.0,63.68993653671805,"LINE/L2, SINE/Alu",53.53581,-0.1233945578138202,42.055,37.915,12.67,1.5813521984384042,4.381,,,,Stable_4h,74,95.25862068965516,2.39466582433335,2206,4.03702,1.0218465269771233,-3.2916198,3.100063,Retained
HsaINT0182682,WDR83,93,10.0,8.0,0.0,,66.66667,0.2207826079557771,57.595,37.915,12.67,1.5813521984384042,4.381,7.51,1.7142204976032869,0.234066683825993,Stable_4h,0,,2.39466582433335,93,4.03702,2.2759157699833388,6.8868637,6.2714257,Retained
HsaINT0182683,WDR83,85,10.0,9.0,0.0,,64.70588,-0.0453690461498419,47.32,37.915,12.67,1.5813521984384042,4.381,,,,Stable_4h,4,100.0,2.39466582433335,85,4.03702,2.2773140076254617,7.749073,6.222793,Retained
HsaINT0182715,WDR90,336,40.0,1.0,0.0,,79.7619,-1.01742985148518,70.845,328.855,5.985,5.779956548169047,12.0,12.0,1.0,0.0,Stable_4h,81,3.902439024390244,3.50731527729095,0,,0.3510442654478,3.4004223,9.385126,Retained
HsaINT0182719,WDR90,1225,40.0,13.0,44.57142857142857,SINE/Alu,56.2449,-0.476772874919203,56.845,328.855,5.985,5.779956548169047,12.0,12.0,1.0,0.0,Stable_4h,80,92.01101928374656,3.50731527729095,0,,0.9487831353118342,2.6114626,8.646573,Retained
HsaINT0182764,WDR91,1494,14.0,5.0,45.85006693440428,"DNA/hAT-Charlie, SINE/Alu, SINE/MIR",46.05087,-0.15430073593333,71.06,21.985,5.43,2.0174954294082856,12.0,12.0,1.0,0.0,Stable_4h,38,93.12977099236642,2.21651275841041,0,,0.6676356647903017,1.6988001,5.9610305,Retained
HsaINT0182807,WDTC1,1205,15.0,14.0,41.41078838174274,"SINE/Alu, SINE/MIR",51.61826,0.1009426903676944,47.675,17.715,15.31,0.2104971826185256,,5.494,,,Stable_4h,20,90.69767441860463,-0.285315019725301,0,,0.5699036464501133,1.6293995,6.2723284,Retained
HsaINT0183046,WIZ,1213,7.0,4.0,47.48557295960428,"DNA/hAT-Charlie, SINE/MIR, Simple_repeat",53.50371,0.1079529711716153,38.725,46.575,18.715,1.3153607209290383,11.102,,,,Stable_4h,29,87.86127167630057,2.2846862809088,0,,0.721082216185114,4.485687,7.982663,Retained
HsaINT0183111,WNK2,789,29.0,25.0,5.196451204055767,Simple_repeat,57.41445,0.9982385790122668,45.47,29.21,15.915,0.8760752011932579,,9.459,,,Stable_4h,47,90.5940594059406,1.307962934902,0,,0.5548198469636183,1.3459499,5.939745,Retained
HsaINT0182657,WRAP73,1059,11.0,9.0,11.614730878186968,SINE/MIR,57.2238,-0.7842977292792139,74.235,99.735,18.2,2.45416142797491,12.0,5.893,0.4910833333333333,-0.3088448049524757,Stable_4h,88,93.68836291913216,1.92326276120967,0,,0.2319921012790796,1.8816732,6.348633,Retained
HsaINT0183289,WRNIP1,3913,6.0,4.0,6.516739074878609,SINE/MIR,48.01942,-0.1179038847370834,50.93,31.26,32.21,-0.0431908823831504,,12.0,,,Stable_4h,122,91.59067882472138,0.418451145253799,0,,0.3012823072556473,1.7783897,6.8440776,Retained
HsaINT0183633,XPC,1130,15.0,15.0,14.513274336283184,LINE/L2,56.37168,-0.3672170058323608,55.69,42.985,21.25,1.0163704650531358,12.0,12.0,1.0,0.0,Stable_4h,28,91.01123595505618,0.776950413652928,0,,0.5764582464441791,1.6028601,6.099951,Retained
HsaINT0183756,XPO5,1762,31.0,23.0,60.669693530079456,SINE/Alu,45.00568,-0.0204412279190328,33.285,68.935,70.645,-0.0353507945807184,,,,,Stable_4h,42,95.0,1.15280144963994,0,,1.2494143013962715,-0.57380044,4.280726,Retained
HsaINT1046823,XPOT,155,24.0,13.0,0.0,,32.25806,0.6429220782199802,59.645,108.38,101.85,0.0896525719327788,12.0,10.323,0.8602500000000001,-0.0653753187070322,Stable_4h,2,84.21052631578948,0.235688485757695,0,,0.5805039698186749,0.77112556,2.1735516,Retained
HsaINT0184089,YARS,492,12.0,7.0,42.886178861788615,LINE/L2,40.65041,0.1398085533475784,52.415,129.42,168.83,-0.3835107020780743,12.0,8.189,0.6824166666666667,-0.1659503749340642,Stable_4h,4,84.61538461538461,,492,11.3034,1.1708019593358152,0.25176284,4.137318,Retained
HsaINT0184230,YJEFN3,372,6.0,1.0,0.0,,65.32258,-0.2261805948587963,98.56,76.885,2.385,5.010640989438444,12.0,,,,Stable_4h,37,95.45454545454544,,0,,1.21689186935401,2.4466345,8.516418,Retained
HsaINT0184232,YJEFN3,2293,6.0,3.0,38.24683820322721,"SINE/MIR, Simple_repeat",56.17096,-0.114921903334764,93.525,76.885,2.385,5.010640989438444,12.0,12.0,1.0,0.0,Stable_4h,80,74.46808510638297,,0,,1.3731585513180309,3.5926182,7.8148327,Retained
HsaINT0184231,YJEFN3,3118,6.0,2.0,29.153303399615137,"LINE/L2, SINE/Alu, SINE/MIR, Simple_repeat",56.89545,-0.1518966949983019,85.96,76.885,2.385,5.010640989438444,12.0,,,,Stable_4h,164,66.0958904109589,,0,,0.7247014433785517,2.5294557,6.8278017,Retained
HsaINT0184329,YTHDC2,366,29.0,19.0,10.92896174863388,DNA/hAT-Ac,24.04372,0.1950493166956744,53.08,47.24,20.0,1.2400089647350705,,,,,Stable_4h,2,81.25,0.269499963370418,0,,0.4644868736250781,0.60988915,0.21038137,Retained
HsaINT1047061,ZBTB1,16540,2.0,1.0,45.46553808948005,"DNA/TcMar-Tigger, LINE/L1, LINE/L2, SINE/Alu, SINE/MIR, Simple_repeat",40.2237,0.2083567934822471,36.495,21.85,17.62,0.3104193554675472,,,,,Stable_4h,431,63.55748373101952,-0.669876446558721,0,,0.7318255228078199,-0.58807594,7.7974453,Retained
HsaINT0184563,ZBTB17,404,15.0,9.0,0.0,,69.05941,-0.6217692328528004,63.44,67.185,11.59,2.5352586005703817,12.0,12.0,1.0,0.0,Stable_4h,40,95.23809523809524,1.65611462768174,0,,0.6885741606787129,2.9862218,8.845757,Retained
HsaINT1047100,ZBTB44,2736,5.0,5.0,21.82017543859649,"LINE/L1, SINE/Alu, SINE/MIR",34.90497,0.9249502703669212,59.95,29.355,34.245,-0.2222871035978977,,7.319,,,Stable_4h,44,94.35215946843854,-0.539214294922804,0,,0.4446462449380267,0.5784453,4.6964045,Retained
HsaINT1047111,ZBTB9,254,1.0,1.0,22.04724409448819,Simple_repeat,49.2126,0.1035454563259077,50.58,109.965,17.435,2.6569861421470087,5.373,,,,Stable_4h,6,0.0,,0,,1.2634747590563369,1.2539874,5.1336064,Retained
HsaINT0184772,ZC3H14,1685,16.0,6.0,67.47774480712167,"SINE/Alu, Simple_repeat",43.50148,0.0575344415413765,60.73,19.52,13.81,0.4992397333048354,,12.0,,,Stable_4h,62,95.68788501026694,0.403159174662828,0,,0.7758379988286015,-3.8462038,2.9901485,Retained
HsaINT1047118,ZC3H14,308,16.0,14.0,0.0,,32.14286,0.0978045590613977,52.55,19.52,13.81,0.4992397333048354,,6.031,,,Stable_4h,2,95.23809523809524,0.403159174662828,0,,1.1711210342841116,-0.99050623,2.3434665,Retained
HsaINT0184809,ZC3H3,1953,11.0,11.0,1.5873015873015872,Simple_repeat,62.92883,0.2762797144275029,51.245,24.83,18.095,0.4564931538043022,12.0,,,,Stable_4h,126,96.01518026565464,0.8648556040837,0,,0.0672266490759573,2.5581954,8.181528,Retained
HsaINT0184904,ZC3HAV1L,974,4.0,1.0,0.0,,60.47228,-0.3995488173650666,82.97,11.375,4.61,1.3030278895440828,,,,,Stable_4h,104,36.80555555555556,0.136545586371749,0,,0.4653612542408132,0.16509677,8.146219,Retained
HsaINT0185163,ZDHHC16,1050,4.0,1.0,0.0,,54.7619,0.8454566253425759,64.07,49.97,57.925,-0.2131239210162963,7.051,9.312,1.3206637356403346,0.1207922526287707,Stable_4h,18,90.56603773584904,1.19086328415652,0,,0.4198965434133677,1.7804933,6.3299794,Retained
HsaINT0185348,ZER1,7870,15.0,8.0,82.87166454891995,"LINE/L1, SINE/Alu, snRNA",48.75476,-0.0301870629998716,65.55,18.835,13.945,0.4336680989190806,6.136,6.042,0.9846805736636244,-0.0067046300036629,Stable_4h,232,92.7536231884058,1.43597928327763,7870,8.56066,0.956753511787613,3.9399729,7.6419406,Retained
HsaINT0185434,ZFC3H1,129,34.0,34.0,0.0,,34.10853,3.6090781002276335,39.485,47.035,14.875,1.6608450359160931,,12.0,,,Stable_4h,2,100.0,0.630915468382183,0,,0.9694550597035276,6.0331717,3.9730575,Retained
HsaINT1047211,ZFR2,13405,2.0,1.0,43.44647519582245,"DNA/hAT-Charlie, LINE/L1, LINE/L2, LTR/ERVL, Low_complexity, SINE/Alu, SINE/MIR, Simple_repeat",52.63708,-0.2052270216320756,74.36,16.54,12.955,0.3524502189911802,8.025,,,,Stable_4h,663,89.67872501897293,,13405,7.34834,0.8239379924546095,3.78512,8.905618,Retained
HsaINT0186291,ZKSCAN7,1488,3.0,3.0,39.24731182795699,"LINE/L1, LTR/ERVL-MaLR, SINE/MIR",42.2043,-0.1775030267532763,94.28,10.42,4.7,1.1486226157135084,9.271,,,,Stable_4h,14,90.2439024390244,,0,,1.5277686901380696,0.26826614,3.4735067,Retained
HsaINT1047287,ZNF117,1512,2.0,2.0,0.0,,35.44974,-0.9828451375099804,99.0,49.08,8.955,2.454369911676944,,,,,Stable_4h,9,66.10169491525424,0.679215888753072,0,,1.5372119422849424,0.532358,4.7344027,Retained
HsaINT1047296,ZNF135,3163,4.0,4.0,66.10812519759722,"DNA/TcMar-Tigger, LINE/L2, LTR/ERVL-MaLR, SINE/Alu",45.55801,-0.128522770175434,98.0,16.37,4.24,1.9489181519109544,,12.0,,,Stable_4h,46,73.9413680781759,,0,,0.8258575442935326,3.6939943,5.8129983,Retained
HsaINT0186425,ZNF205,2357,6.0,5.0,49.978786593126856,"DNA/hAT-Charlie, SINE/Alu, Simple_repeat",54.05176,-0.2893552630162874,31.425,30.07,18.465,0.7035316053683893,12.0,,,,Stable_4h,111,95.38950715421304,1.62897966868636,0,,0.8345056162676289,2.525576,7.4455543,Retained
HsaINT0186591,ZNF251,601,4.0,1.0,6.322795341098169,Simple_repeat,68.88519,-0.5842950019830216,91.74,58.135,4.585,3.6644133564249257,7.103,,,,Stable_4h,73,0.4132231404958678,,0,,0.3015124873518853,2.2067683,9.228,Retained
HsaINT0186683,ZNF276,1254,10.0,1.0,5.980861244019139,Simple_repeat,74.48166,-0.6283423782337244,92.84,137.565,4.865,4.821529843548171,5.656,,,,Stable_4h,282,4.939422180801492,2.84198726422603,0,,0.3989018928884886,2.984681,9.429985,Retained
HsaINT0187012,ZNF362,5487,8.0,2.0,27.519591762347368,"LINE/L1, LINE/L2, SINE/MIR, Simple_repeat",54.10971,0.061783266058414,42.86,34.125,19.16,0.832731484958397,10.032,,,,Stable_4h,122,87.89808917197452,-0.0141996228050868,0,,0.3343197518820767,2.2830718,8.399421,Retained
